"","Name","Department","City","Point_Type","Type","Cost","Period","Quota","Rank","Base_Score","Summary","Latitude","Longitude"
"115","ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","ANKARA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",12668,395.58405,"Ücretsiz ",39.917717,32.842712
"116","MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","İngilizce Öğretmenliği","MUĞLA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","65 + 2",12712,395.37098,"İngilizce Ücretsiz DİL-1 ",37.1661501,28.3767512
"117","BAŞKENT ÜNİVERSİTESİ","İngilizce Öğretmenliği","ANKARA","DiL","Vakıf","%75 İndirimli","Gündüz","10 + 0",12839,394.67973,"%75 İndirimli DİL-1 ",39.8876842,32.6543665
"118","İSTANBUL ÜNİVERSİTESİ","Fransız Dili ve Edebiyatı","İSTANBUL","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",13112,393.4962,"Fransızca Ücretsiz DİL-1 ",41.0126037,28.961838
"119","KTO KARATAY ÜNİVERSİTESİ","Mütercim-Tercümanlık","KONYA","DiL","Vakıf","Burslu/İndirimli","Gündüz","10 + 0",13203,393.04622,"İngilizce  Burslu ",37.8654831,32.53697
"120","İSTANBUL AYVANSARAY ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","İSTANBUL","DiL","Vakıf","Burslu/İndirimli","Gündüz","4 + 0",13272,392.70037,"İngilizce  Burslu ",41.0380365,28.9447313
"121","MARMARA ÜNİVERSİTESİ","Mütercim-Tercümanlık","İSTANBUL","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",13298,392.5776,"Fransızca Ücretsiz DİL-1 ",40.9870259,29.0528132
"122","İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","ANKARA","DiL","Vakıf","%50 İndirimli","Gündüz","45 + 0",13305,392.56132,"İngilizce  %50 İndirimli DİL-1 ",39.8746147,32.7475962
"123","YAŞAR ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","İZMİR","DiL","Vakıf","%50 İndirimli","Gündüz","8 + 0",13373,392.22369,"İngilizce  %50 İndirimli DİL-1 ",38.4547694,27.2018191
"124","ANKARA ÜNİVERSİTESİ","Sinoloji","ANKARA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","30 + 1",13426,391.97737,"Ücretsiz DİL-3 ",39.934855,32.8338615
"125","ÇUKUROVA ÜNİVERSİTESİ","İngilizce Öğretmenliği","ADANA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","100 + 3",13554,391.30228,"Ücretsiz DİL-1 ",37.059684,35.355414
"126","TRABZON ÜNİVERSİTESİ","İngilizce Öğretmenliği","TRABZON","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",13606,391.02249,"Ücretsiz ",40.991585,39.776666
"127","BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ","Mütercim-Tercümanlık","BOLU","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",13631,390.91723,"İngilizce Ücretsiz DİL-1 ",40.7143015,31.5131639
"128","EGE ÜNİVERSİTESİ","Mütercim-Tercümanlık","İZMİR","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",13731,390.50469,"Almanca Ücretsiz DİL-1 ",38.4566857,27.2265764
"129","PAMUKKALE ÜNİVERSİTESİ","İngilizce Öğretmenliği","DENİZLİ","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","100 + 3",13759,390.40314,"Ücretsiz DİL-1 ",37.7381573,29.1039378
"130","MERSİN ÜNİVERSİTESİ","İngilizce Öğretmenliği","MERSİN","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",13938,389.70534,"Ücretsiz DİL-1 ",36.7856856,34.5301964
"131","ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","ÇANAKKALE","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",13975,389.51203,"Ücretsiz DİL-1 ",40.1118946,26.4159959
"132","İSTANBUL KÜLTÜR ÜNİVERSİTESİ","İngilizce Öğretmenliği","İSTANBUL","DiL","Vakıf","%75 İndirimli","Gündüz","13 + 0",14009,389.34472,"%75 İndirimli DİL-1 ",40.9912928,28.8321354
"133","İSTANBUL ÜNİVERSİTESİ","Rus Dili ve Edebiyatı","İSTANBUL","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",14017,389.297,"Ücretsiz DİL-3 ",41.0126037,28.961838
"134","HALİÇ ÜNİVERSİTESİ","Mütercim-Tercümanlık","İSTANBUL","DiL","Vakıf","%75 İndirimli","Gündüz","14 + 0",14061,389.10587,"İngilizce  %75 İndirimli ",41.056168,28.950822
"135","AYDIN ADNAN MENDERES ÜNİVERSİTESİ","İngilizce Öğretmenliği","AYDIN","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",14113,388.87688,"İngilizce Ücretsiz ",37.8552535,27.8587248
"136","BAŞKENT ÜNİVERSİTESİ","Amerikan Kültürü ve Edebiyatı","ANKARA","DiL","Vakıf","%75 İndirimli","Gündüz","2 + 0",14145,388.71873,"%75 İndirimli DİL-1 ",39.8876842,32.6543665
"137","ERCİYES ÜNİVERSİTESİ","İngilizce Öğretmenliği","KAYSERİ","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",14232,388.23154,"Ücretsiz DİL-1 ",38.7105083,35.5337977
"138","ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ","Japonca Öğretmenliği","ÇANAKKALE","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",14250,388.13506,"Ücretsiz DİL-3 ",40.1118946,26.4159959
"139","NİŞANTAŞI ÜNİVERSİTESİ","Turizm Rehberliği(Yüksekokul)","İSTANBUL","DiL","Vakıf","Burslu/İndirimli","Gündüz","3 + 0",14429,387.35845,"Burslu DİL-1 ",41.0521985,28.9850838
"140","SAKARYA ÜNİVERSİTESİ","İngilizce Öğretmenliği","SAKARYA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",14505,386.97591,"İngilizce Ücretsiz DİL-1 ",40.742033,30.332731
"141","BİRUNİ ÜNİVERSİTESİ","İngilizce Öğretmenliği","İSTANBUL","DiL","Vakıf","%75 İndirimli","Gündüz","3 + 0",14634,386.38319,"%75 İndirimli ",41.0036148,28.920199
"142","TED ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","ANKARA","DiL","Vakıf","%75 İndirimli","Gündüz","10 + 0",14686,386.17817,"İngilizce  %75 İndirimli ",39.923257,32.861673
"143","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","İngilizce Öğretmenliği","ISPARTA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",14720,386.04876,"Ücretsiz DİL-1 ",37.8292005,30.5263249
"144","İSTANBUL ÜNİVERSİTESİ","İtalyan Dili ve Edebiyatı","İSTANBUL","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",14869,385.29303,"Ücretsiz DİL-2 ",41.0126037,28.961838
"145","ANKARA ÜNİVERSİTESİ","Rus Dili ve Edebiyatı","ANKARA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","30 + 1",14960,384.88588,"Rusça Ücretsiz DİL-3 ",39.934855,32.8338615
"146","ANKARA ÜNİVERSİTESİ","Kore Dili ve Edebiyatı","ANKARA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",15040,384.58796,"Ücretsiz DİL-3 ",39.934855,32.8338615
"147","AKDENİZ ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","ANTALYA","DiL","Devlet","İÖ-Ücretli","İkinci","60 + 2",15044,384.55913,"İngilizce  İÖ DİL-1 ",36.8945335,30.655353
"148","ÇAĞ ÜNİVERSİTESİ","İngilizce Öğretmenliği","MERSİN","DiL","Vakıf","Burslu/İndirimli","Gündüz","10 + 0",15059,384.50603,"Burslu DİL-1 ",36.9756887,35.0769879
"149","İSTANBUL ÜNİVERSİTESİ","Alman Dili ve Edebiyatı","İSTANBUL","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",15065,384.48941,"Almanca Ücretsiz DİL-1 ",41.0126037,28.961838
"150","TRAKYA ÜNİVERSİTESİ","İngilizce Öğretmenliği","EDİRNE","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","85 + 3",15085,384.34113,"İngilizce Ücretsiz DİL-1 ",41.6412642,26.615635
"151","KOCAELİ ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","KOCAELİ","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","80 + 2",15092,384.31554,"Ücretsiz DİL-1 ",40.8223347,29.9217153
"152","BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ","İngilizce Öğretmenliği","BOLU","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","80 + 2",15182,383.89233,"Ücretsiz DİL-1 ",40.7143015,31.5131639
"153","ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ","İngilizce Öğretmenliği","ANTALYA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",15283,383.39562,"İngilizce Ücretsiz DİL-1 ",36.5286837,32.0841762
"154","BEYKENT ÜNİVERSİTESİ","Mütercim-Tercümanlık","İSTANBUL","DiL","Vakıf","Burslu/İndirimli","Gündüz","6 + 0",15382,382.92538,"Rusça  Burslu DİL-3 ",41.1173086,29.0036006
"155","ATILIM ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","ANKARA","DiL","Vakıf","%75 İndirimli","Gündüz","5 + 0",15708,381.4222,"İngilizce  %75 İndirimli DİL-1 ",39.8159752,32.7244407
"156","MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","MUĞLA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",15727,381.34113,"Ücretsiz DİL-1 ",37.1661501,28.3767512
"157","YEDİTEPE ÜNİVERSİTESİ","Rus Dili ve Edebiyatı","İSTANBUL","DiL","Vakıf","Burslu/İndirimli","Gündüz","15 + 0",15764,381.18347,"Rusça  Burslu ",40.973041,29.152844
"158","HACETTEPE ÜNİVERSİTESİ","Fransız Dili ve Edebiyatı","ANKARA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","62 + 2",15807,381.03332,"Ücretsiz DİL-1 ",39.8675202,32.734754
"159","DOĞU AKDENİZ ÜNİVERSİTESİ","İngilizce Öğretmenliği","KKTC-GAZİMAĞUSA","DiL","KKTC","Burslu/İndirimli","Gündüz","4 + 0",15922,380.52142,"ELT  İngilizce  Burslu DİL-1 ",35.1423793,33.9116479
"160","NECMETTİN ERBAKAN ÜNİVERSİTESİ","İngilizce Öğretmenliği","KONYA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","100 + 3",16023,380.09963,"Ücretsiz DİL-1 ",37.8786688,32.4844151
"161","İSTANBUL AYDIN ÜNİVERSİTESİ","Mütercim-Tercümanlık","İSTANBUL","DiL","Vakıf","Burslu/İndirimli","Gündüz","5 + 0",16052,379.9401,"Rusça  Burslu DİL-3 ",40.9919149,28.7975316
"162","DÜZCE ÜNİVERSİTESİ","İngilizce Öğretmenliği","DÜZCE","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",16173,379.3858,"İngilizce Ücretsiz DİL-1 ",40.9038409,31.1787756
"163","GAZİANTEP ÜNİVERSİTESİ","İngilizce Öğretmenliği","GAZİANTEP","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","45 + 2",16381,378.53577,"Ücretsiz DİL-1 ",37.0376884,37.3123803
"164","HASAN KALYONCU ÜNİVERSİTESİ","İngilizce Öğretmenliği","GAZİANTEP","DiL","Vakıf","Burslu/İndirimli","Gündüz","5 + 0",16485,378.11015,"İngilizce  Burslu DİL-1 ",41.0653561,28.9947035
"165","KOÇ ÜNİVERSİTESİ","İngiliz Dili ve Karşılaştırmalı Edebiyat","İSTANBUL","DiL","Vakıf","%25 İndirimli","Gündüz","3 + 0",16533,377.91565,"İngilizce  %25 İndirimli DİL-1 ",41.2053107,29.0724578
"166","AYDIN ADNAN MENDERES ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","AYDIN","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",16549,377.81412,"İngilizce Ücretsiz DİL-1 ",37.8552535,27.8587248
"167","İNÖNÜ ÜNİVERSİTESİ","İngilizce Öğretmenliği","MALATYA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",16592,377.61962,"Ücretsiz DİL-1 ",38.3302973,38.4399655
"168","AMASYA ÜNİVERSİTESİ","İngilizce Öğretmenliği","AMASYA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",16704,377.11743,"Ücretsiz DİL-1 ",40.653505,35.805281
"169","SELÇUK ÜNİVERSİTESİ","Mütercim-Tercümanlık","KONYA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",16753,376.88352,"İngilizce Ücretsiz DİL-1 ",38.029533,32.506051
"170","KOÇ ÜNİVERSİTESİ","İngiliz Dili ve Karşılaştırmalı Edebiyat","İSTANBUL","DiL","Vakıf","Ücretsiz/Ücretli","Gündüz","9 + 0",17034,375.70331,"İngilizce  Ücretli DİL-1 ",41.2053107,29.0724578
"171","PAMUKKALE ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","DENİZLİ","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",17207,374.96287,"Ücretsiz DİL-1 ",37.7381573,29.1039378
"172","DİCLE ÜNİVERSİTESİ","İngilizce Öğretmenliği","DİYARBAKIR","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",17266,374.6794,"Ücretsiz DİL-1 ",37.9203042,40.2658239
"173","BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ","İngilizce Öğretmenliği","BURDUR","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",17270,374.64394,"Ücretsiz DİL-1 ",37.6909366,30.3431778
"174","ORTA DOĞU TEKNİK ÜNİVERSİTESİ","İngilizce Öğretmenliği","ANKARA","DiL","Devlet","%75 İndirimli","Gündüz","10 + 0",17289,374.54923,"İngilizce  %75 İndirimli DİL-1 ",39.8910203,32.7780027
"175","NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ","İngilizce Öğretmenliği","NEVŞEHİR","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",17357,374.21331,"Ücretsiz DİL-1 ",38.6750934,34.7423163
"176","İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ","Amerikan Kültürü ve Edebiyatı","ANKARA","DiL","Vakıf","%50 İndirimli","Gündüz","36 + 0",17802,372.25421,"İngilizce  %50 İndirimli DİL-1 ",39.8746147,32.7475962
"177","HATAY MUSTAFA KEMAL ÜNİVERSİTESİ","İngilizce Öğretmenliği","HATAY","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",18060,371.23083,"Ücretsiz DİL-1 ",36.333781,36.198578
"178","İSTANBUL OKAN ÜNİVERSİTESİ","Mütercim-Tercümanlık","İSTANBUL","DiL","Vakıf","Burslu/İndirimli","Gündüz","2 + 0",18138,370.9376,"Arapça  Burslu DİL-3 ",40.951848,29.3921173
"179","İSTANBUL GELİŞİM ÜNİVERSİTESİ","Turizm Rehberliği(Fakülte)","İSTANBUL","DiL","Vakıf","Burslu/İndirimli","Gündüz","4 + 0",18275,370.31713,"Burslu DİL-1 ",40.9979914,28.698926
"180","SİVAS CUMHURİYET ÜNİVERSİTESİ","İngilizce Öğretmenliği","SİVAS","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",18317,370.16519,"Ücretsiz DİL-1 ",39.7086847,37.0202941
"181","AKSARAY ÜNİVERSİTESİ","İngilizce Öğretmenliği","AKSARAY","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",18348,370.03356,"Ücretsiz DİL-1 ",38.3251974,33.9776579
"182","MARMARA ÜNİVERSİTESİ","Fransızca Öğretmenliği","İSTANBUL","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","45 + 2",18473,369.49095,"Fransızca Ücretsiz DİL-1 ",40.9870259,29.0528132
"183","TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","TEKİRDAĞ","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",18598,369.01589,"Ücretsiz DİL-1 ",40.993504,27.584095
"184","MANİSA CELÂL BAYAR ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","MANİSA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","90 + 3",18689,368.67848,"Ücretsiz DİL-1 ",38.6783153,27.3084833
"185","KOCAELİ ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","KOCAELİ","DiL","Devlet","İÖ-Ücretli","İkinci","80 + 2",18914,367.75206,"İÖ DİL-1 ",40.8223347,29.9217153
"186","YAŞAR ÜNİVERSİTESİ","Mütercim-Tercümanlık","İZMİR","DiL","Vakıf","%25 İndirimli","Gündüz","20 + 0",19154,366.75662,"İngilizce  %25 İndirimli DİL-1 ",38.4547694,27.2018191
"187","YEDİTEPE ÜNİVERSİTESİ","İngilizce Öğretmenliği","İSTANBUL","DiL","Vakıf","%50 İndirimli","Gündüz","36 + 0",19183,366.65434,"İngilizce  %50 İndirimli DİL-1 ",40.973041,29.152844
"188","ATATÜRK ÜNİVERSİTESİ","İngilizce Öğretmenliği","ERZURUM","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","90 + 3",19353,365.90307,"Ücretsiz DİL-1 ",39.9012531,41.2481848
"189","İSTANBUL ÜNİVERSİTESİ","Arap Dili ve Edebiyatı","İSTANBUL","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","80 + 2",19405,365.71141,"Ücretsiz DİL-3 ",41.0126037,28.961838
"190","SELÇUK ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","KONYA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",19746,364.34288,"İngilizce Ücretsiz DİL-1 ",38.029533,32.506051
"191","ANADOLU ÜNİVERSİTESİ","Rus Dili ve Edebiyatı","ESKİŞEHİR","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",19787,364.19622,"Rusça Ücretsiz DİL-3 ",39.7912871,30.4991884
"192","İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","İSTANBUL","DiL","Vakıf","%75 İndirimli","Gündüz","7 + 0",19850,363.91989,"İngilizce  %75 İndirimli DİL-1 ",41.0163922,28.9066097
"193","YAKIN DOĞU ÜNİVERSİTESİ","İngilizce Öğretmenliği","KKTC-LEFKOŞA","DiL","KKTC","Burslu/İndirimli","Gündüz","6 + 0",19876,363.82111,"ELT  İngilizce  Burslu DİL-1 ",35.2290124,33.3246763
"194","EGE ÜNİVERSİTESİ","Alman Dili ve Edebiyatı","İZMİR","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",19982,363.44116,"Ücretsiz DİL-1 ",38.4566857,27.2265764
"195","KARADENİZ TEKNİK ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","TRABZON","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","80 + 2",20114,362.91224,"İngilizce Ücretsiz DİL-1 ",40.9940628,39.7738123
"196","DOKUZ EYLÜL ÜNİVERSİTESİ","Dilbilim","İZMİR","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",20193,362.44961,"Ücretsiz DİL-1 ",38.4306911,27.1369201
"197","ERCİYES ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","KAYSERİ","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","65 + 2",20199,362.42833,"Ücretsiz DİL-1 ",38.7105083,35.5337977
"198","ANKARA ÜNİVERSİTESİ","Dilbilim","ANKARA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","35 + 1",20287,362.14018,"Ücretsiz DİL-1 ",39.934855,32.8338615
"199","BAŞKENT ÜNİVERSİTESİ","Mütercim-Tercümanlık","ANKARA","DiL","Vakıf","%50 İndirimli","Gündüz","17 + 0",20353,361.87833,"İngilizce  %50 İndirimli DİL-1 ",39.8876842,32.6543665
"200","ANKARA ÜNİVERSİTESİ","Fransız Dili ve Edebiyatı","ANKARA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","30 + 1",20485,361.27185,"Ücretsiz DİL-1 ",39.934855,32.8338615
"201","HACETTEPE ÜNİVERSİTESİ","Alman Dili ve Edebiyatı","ANKARA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","80 + 2",20535,361.0501,"Ücretsiz DİL-1 ",39.8675202,32.734754
"202","KIRKLARELİ ÜNİVERSİTESİ","Mütercim-Tercümanlık","KIRKLARELİ","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",20565,360.92649,"İngilizce Ücretsiz DİL-1 ",41.7948803,27.171464
"203","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","ISPARTA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","80 + 2",20663,360.53612,"Ücretsiz DİL-1 ",37.8292005,30.5263249
"204","YOZGAT BOZOK ÜNİVERSİTESİ","İngilizce Öğretmenliği","YOZGAT","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",20673,360.5056,"İngilizce Ücretsiz ",39.7765263,34.8005086
"205","DOKUZ EYLÜL ÜNİVERSİTESİ","Karşılaştırmalı Edebiyat","İZMİR","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",20788,360.1035,"Ücretsiz DİL-1 ",38.4306911,27.1369201
"206","ADANA BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ","Mütercim-Tercümanlık","ADANA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",20853,359.78222,"İngilizce Ücretsiz DİL-1 ",37.0382236,35.3844745
"207","PAMUKKALE ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","DENİZLİ","DiL","Devlet","İÖ-Ücretli","İkinci","70 + 2",20875,359.64672,"İÖ DİL-1 ",37.7381573,29.1039378
"208","FIRAT ÜNİVERSİTESİ","İngilizce Öğretmenliği","ELAZIĞ","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",20916,359.47289,"İngilizce Ücretsiz ",38.6777569,39.2019556
"209","MERSİN ÜNİVERSİTESİ","İngiliz Dil Bilimi","MERSİN","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",21691,356.24096,"İngilizce Ücretsiz DİL-1 ",36.7856856,34.5301964
"210","İSTİNYE ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","İSTANBUL","DiL","Vakıf","%75 İndirimli","Gündüz","12 + 0",21863,355.56668,"İngilizce  %75 İndirimli ",41.014532,28.905044
"211","ERCİYES ÜNİVERSİTESİ","Çin Dili ve Edebiyatı","KAYSERİ","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",21879,355.46471,"Ücretsiz DİL-3 ",38.7105083,35.5337977
"212","BAYBURT ÜNİVERSİTESİ","İngilizce Öğretmenliği","BAYBURT","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",21932,355.29453,"Ücretsiz DİL-1 ",40.250721,40.230543
"213","BAHÇEŞEHİR ÜNİVERSİTESİ","İngilizce Öğretmenliği","İSTANBUL","DiL","Vakıf","%50 İndirimli","Gündüz","37 + 0",21975,355.07846,"İngilizce  %50 İndirimli DİL-1 ",41.042165,29.0092591
"214","KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","KÜTAHYA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","80 + 2",22160,354.21654,"Ücretsiz DİL-1 ",39.47869,29.897701
"215","ANKARA ÜNİVERSİTESİ","İtalyan Dili ve Edebiyatı","ANKARA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",22301,353.60016,"İtalyanca Ücretsiz DİL-2 ",39.934855,32.8338615
"216","SELÇUK ÜNİVERSİTESİ","Mütercim-Tercümanlık","KONYA","DiL","Devlet","İÖ-Ücretli","İkinci","40 + 1",22466,352.98608,"İngilizce  İÖ DİL-1 ",38.029533,32.506051
"217","İSTANBUL BİLGİ ÜNİVERSİTESİ","İngilizce Öğretmenliği","İSTANBUL","DiL","Vakıf","%50 İndirimli","Gündüz","26 + 0",22565,352.61388,"İngilizce  %50 İndirimli DİL-1 ",41.0671816,28.9455079
"218","HARRAN ÜNİVERSİTESİ","İngilizce Öğretmenliği","ŞANLIURFA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",22582,352.55869,"İngilizce Ücretsiz ",37.118775,38.8192421
"219","ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ","İngilizce Öğretmenliği","ERZİNCAN","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",22723,351.95363,"İngilizce Ücretsiz ",39.7604905,39.5068728
"220","AKDENİZ ÜNİVERSİTESİ","Turizm Rehberliği(Fakülte)","ANTALYA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",22844,351.54854,"Ücretsiz DİL-1 ",36.8945335,30.655353
"221","KIRIKKALE ÜNİVERSİTESİ","Mütercim-Tercümanlık","KIRIKKALE","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","55 + 2",22879,351.39738,"İngilizce Ücretsiz DİL-1 ",39.8793591,33.4458898
"222","İSTANBUL AYDIN ÜNİVERSİTESİ","Arapça Öğretmenliği","İSTANBUL","DiL","Vakıf","Burslu/İndirimli","Gündüz","5 + 0",22907,351.295,"Burslu DİL-3 ",40.9919149,28.7975316
"223","ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","ZONGULDAK","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",23200,350.21341,"Ücretsiz DİL-1 ",41.4513768,31.7630444
"224","İNÖNÜ ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","MALATYA","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",23452,349.19722,"Ücretsiz DİL-1 ",38.3302973,38.4399655
"225","ERCİYES ÜNİVERSİTESİ","Japon Dili ve Edebiyatı","KAYSERİ","DiL","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",23524,348.8868,"Ücretsiz DİL-3 ",38.7105083,35.5337977
"226","ÇAĞ ÜNİVERSİTESİ","İngilizce Öğretmenliği","MERSİN","DiL","Vakıf","%75 İndirimli","Gündüz","45 + 0",23612,348.55076,"%75 İndirimli DİL-1 ",36.9756887,35.0769879
"227","YEDİTEPE ÜNİVERSİTESİ","Çeviribilim","İSTANBUL","DiL","Vakıf","%50 İndirimli","Gündüz","65 + 0",23719,348.11528,"İngilizce  %50 İndirimli DİL-1 ",40.973041,29.152844
"228","KTO KARATAY ÜNİVERSİTESİ","Mütercim-Tercümanlık","KONYA","DiL","Vakıf","%75 İndirimli","Gündüz","10 + 0",23789,347.85515,"İngilizce  %75 İndirimli ",37.8654831,32.53697
"229","KARADENİZ TEKNİK ÜNİVERSİTESİ","İngiliz Dili ve Edebiyatı","TRABZON","DiL","Devlet","İÖ-Ücretli","İkinci","70 + 2",23937,347.27691,"İngilizce  İÖ DİL-1 ",40.9940628,39.7738123
